distance_order	source_ranked_newick_line	source_composition_order	bootstrap_replicate_id	bootstrap_replicate_index_zero_based	source_replicate_alignment_file	composition_distance_to_source_alignment	previous_robinson_foulds	previous_weighted_robinson_foulds	cumulative_robinson_foulds	cumulative_weighted_robinson_foulds	primary_metric	secondary_metric	path_method
161	96	96	BS116	116	bootstrap.BS116	12992.162176	0.016393443	0.75729	2.598360656	129.010765	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
162	58	58	BS53	53	bootstrap.BS53	10703.035551	0.032786885	0.868805	2.631147541	129.87957	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
163	86	86	BS78	78	bootstrap.BS78	12530.809152	0.040983607	0.86174	2.672131148	130.74131	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
164	81	81	BS118	118	bootstrap.BS118	12107.795836	0.032786885	0.8733	2.704918033	131.61461	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
165	20	20	BS89	89	bootstrap.BS89	8091.578462	0.016393443	0.781735	2.721311475	132.396345	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
166	109	109	BS94	94	bootstrap.BS94	13949.328228	0.008196721	0.91442	2.729508197	133.310765	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
167	11	11	BS156	156	bootstrap.BS156	7612.836134	0.016393443	0.904055	2.745901639	134.21482	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
168	80	80	BS153	153	bootstrap.BS153	12099.837024	0.016393443	0.875645	2.762295082	135.090465	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
169	36	36	BS160	160	bootstrap.BS160	9307.660071	0.016393443	0.757555	2.778688525	135.84802	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
170	148	148	BS81	81	bootstrap.BS81	16429.275395	0.040983607	1.005755	2.819672131	136.853775	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
171	93	93	BS46	46	bootstrap.BS46	12761.137645	0.049180328	0.833985	2.868852459	137.68776	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
172	8	8	BS161	161	bootstrap.BS161	6654.871599	0.049180328	0.960635	2.918032787	138.648395	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
173	34	34	BS24	24	bootstrap.BS24	9152.824264	0.024590164	0.83758	2.942622951	139.485975	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
174	9	9	BS80	80	bootstrap.BS80	7003.156288	0.024590164	1.01179	2.967213115	140.497765	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
175	76	76	BS6	6	bootstrap.BS6	11835.446168	0.016393443	0.843065	2.983606557	141.34083	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
176	172	172	BS131	131	bootstrap.BS131	18397.069169	0.016393443	0.87691	3	142.21774	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
177	73	73	BS20	20	bootstrap.BS20	11664.218962	0.024590164	0.86726	3.024590164	143.085	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
178	27	27	BS34	34	bootstrap.BS34	8635.037348	0.032786885	0.893385	3.057377049	143.978385	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
179	70	70	BS197	197	bootstrap.BS197	11485.40143	0.016393443	0.77315	3.073770492	144.751535	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
180	188	188	BS43	43	bootstrap.BS43	21884.953918	0	1.01126	3.073770492	145.762795	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
181	90	90	BS33	33	bootstrap.BS33	12578.13762	0.008196721	0.900425	3.081967213	146.66322	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
182	78	78	BS55	55	bootstrap.BS55	11935.259277	0.008196721	0.73041	3.090163934	147.39363	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
183	151	151	BS162	162	bootstrap.BS162	16644.467609	0	0.83183	3.090163934	148.22546	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
184	47	47	BS139	139	bootstrap.BS139	10089.046437	0.008196721	0.74316	3.098360656	148.96862	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
185	98	98	BS70	70	bootstrap.BS70	13104.23527	0.016393443	0.8233	3.114754098	149.79192	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
186	159	159	BS184	184	bootstrap.BS184	17352.244408	0.016393443	0.912445	3.131147541	150.704365	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
187	111	111	BS179	179	bootstrap.BS179	14095.131358	0.016393443	0.96257	3.147540984	151.666935	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
188	30	30	BS88	88	bootstrap.BS88	8824.379412	0.016393443	0.793015	3.163934426	152.45995	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
189	74	74	BS4	4	bootstrap.BS4	11795.900813	0.024590164	0.80996	3.18852459	153.26991	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
190	68	68	BS195	195	bootstrap.BS195	11307.338502	0.008196721	0.99461	3.196721311	154.26452	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
191	124	124	BS170	170	bootstrap.BS170	14788.112997	0.008196721	0.775075	3.204918033	155.039595	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
192	117	117	BS120	120	bootstrap.BS120	14627.530414	0.016393443	0.82868	3.221311475	155.868275	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
193	18	18	BS178	178	bootstrap.BS178	7875.053651	0.008196721	0.858235	3.229508197	156.72651	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
194	145	145	BS151	151	bootstrap.BS151	16287.576308	0.008196721	0.778265	3.237704918	157.504775	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
195	161	161	BS112	112	bootstrap.BS112	17384.12546	0.008196721	0.88347	3.245901639	158.388245	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
196	15	15	BS59	59	bootstrap.BS59	7819.288842	0	0.87222	3.245901639	159.260465	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
197	69	69	BS108	108	bootstrap.BS108	11453.769685	0.008196721	0.775005	3.254098361	160.03547	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
198	61	61	BS18	18	bootstrap.BS18	10899.297317	0.008196721	0.95068	3.262295082	160.98615	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
199	190	190	BS109	109	bootstrap.BS109	22300.449457	0.016393443	0.97071	3.278688525	161.95686	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
200	104	104	BS187	187	bootstrap.BS187	13467.482096	0.040983607	0.811165	3.319672131	162.768025	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
