distance_order	source_ranked_newick_line	source_composition_order	bootstrap_replicate_id	bootstrap_replicate_index_zero_based	source_replicate_alignment_file	composition_distance_to_source_alignment	previous_robinson_foulds	previous_weighted_robinson_foulds	cumulative_robinson_foulds	cumulative_weighted_robinson_foulds	primary_metric	secondary_metric	path_method
20	34	34	BS24	24	bootstrap.BS24	9152.824264	0.024590164	0.82842	0.549180328	14.52017	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
21	71	71	BS45	45	bootstrap.BS45	11621.574678	0.040983607	0.83028	0.590163934	15.35045	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
22	54	54	BS69	69	bootstrap.BS69	10449.167909	0.032786885	0.769945	0.62295082	16.120395	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
23	92	92	BS152	152	bootstrap.BS152	12661.041742	0.024590164	0.772305	0.647540984	16.8927	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
24	67	67	BS144	144	bootstrap.BS144	11290.344105	0.040983607	0.723325	0.68852459	17.616025	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
25	44	44	BS16	16	bootstrap.BS16	9880.654938	0.032786885	0.730155	0.721311475	18.34618	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
26	59	59	BS42	42	bootstrap.BS42	10764.627165	0.024590164	0.74607	0.745901639	19.09225	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
27	181	181	BS175	175	bootstrap.BS175	20237.602971	0.040983607	0.752875	0.786885246	19.845125	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
28	175	175	BS177	177	bootstrap.BS177	19230.515958	0.040983607	0.788645	0.827868852	20.63377	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
29	116	116	BS168	168	bootstrap.BS168	14342.589933	0.024590164	0.825385	0.852459016	21.459155	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
30	159	159	BS184	184	bootstrap.BS184	17352.244408	0.040983607	0.874865	0.893442623	22.33402	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
31	51	51	BS39	39	bootstrap.BS39	10337.92513	0.024590164	0.87243	0.918032787	23.20645	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
32	74	74	BS4	4	bootstrap.BS4	11795.900813	0.032786885	0.862785	0.950819672	24.069235	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
33	39	39	BS15	15	bootstrap.BS15	9547.798175	0.040983607	0.83651	0.991803279	24.905745	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
34	8	8	BS161	161	bootstrap.BS161	6654.871599	0.049180328	0.831755	1.040983607	25.7375	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
35	24	24	BS35	35	bootstrap.BS35	8422.403457	0.040983607	0.85761	1.081967213	26.59511	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
36	13	13	BS192	192	bootstrap.BS192	7691.355537	0.040983607	0.88399	1.12295082	27.4791	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
37	108	108	BS54	54	bootstrap.BS54	13783.077958	0.057377049	0.91763	1.180327869	28.39673	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
38	5	5	BS7	7	bootstrap.BS7	4789.724	0.049180328	0.94179	1.229508197	29.33852	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
39	190	190	BS109	109	bootstrap.BS109	22300.449457	0.024590164	0.762425	1.254098361	30.100945	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
40	99	99	BS98	98	bootstrap.BS98	13172.980452	0.024590164	0.741665	1.278688525	30.84261	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
41	133	133	BS115	115	bootstrap.BS115	15379.219551	0.016393443	0.722695	1.295081967	31.565305	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
42	89	89	BS142	142	bootstrap.BS142	12548.551869	0.008196721	0.73167	1.303278689	32.296975	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
43	15	15	BS59	59	bootstrap.BS59	7819.288842	0.016393443	0.707175	1.319672131	33.00415	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
44	40	40	BS77	77	bootstrap.BS77	9747.375852	0.024590164	0.741875	1.344262295	33.746025	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
45	177	177	BS193	193	bootstrap.BS193	19464.445844	0.016393443	0.69106	1.360655738	34.437085	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
46	78	78	BS55	55	bootstrap.BS55	11935.259277	0.040983607	0.78939	1.401639344	35.226475	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
47	188	188	BS43	43	bootstrap.BS43	21884.953918	0.016393443	0.867975	1.418032787	36.09445	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
48	185	185	BS138	138	bootstrap.BS138	21270.360458	0.032786885	0.865955	1.450819672	36.960405	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
49	186	186	BS140	140	bootstrap.BS140	21344.108649	0.040983607	0.77492	1.491803279	37.735325	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
50	184	184	BS84	84	bootstrap.BS84	21168.108985	0.049180328	0.84132	1.540983607	38.576645	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
51	123	123	BS72	72	bootstrap.BS72	14775.460399	0.032786885	0.81859	1.573770492	39.395235	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
52	182	182	BS182	182	bootstrap.BS182	20917.102715	0.024590164	0.8271	1.598360656	40.222335	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
53	122	122	BS189	189	bootstrap.BS189	14763.221193	0.040983607	0.88395	1.639344262	41.106285	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
54	45	45	BS185	185	bootstrap.BS185	9973.863544	0.032786885	0.885065	1.672131148	41.99135	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
55	110	110	BS90	90	bootstrap.BS90	14040.318586	0.040983607	0.80359	1.713114754	42.79494	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
56	132	132	BS63	63	bootstrap.BS63	15356.696455	0.040983607	0.69959	1.754098361	43.49453	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
57	128	128	BS129	129	bootstrap.BS129	15101.128633	0.032786885	0.797075	1.786885246	44.291605	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
58	194	194	BS49	49	bootstrap.BS49	24164.589382	0.032786885	0.78569	1.819672131	45.077295	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
59	75	75	BS51	51	bootstrap.BS51	11813.718128	0.016393443	0.739535	1.836065574	45.81683	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
60	27	27	BS34	34	bootstrap.BS34	8635.037348	0.024590164	0.73961	1.860655738	46.55644	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
61	150	150	BS169	169	bootstrap.BS169	16634.458993	0.032786885	0.774875	1.893442623	47.331315	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
62	112	112	BS93	93	bootstrap.BS93	14144.512929	0.040983607	0.809525	1.93442623	48.14084	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
63	1	1	BS50	50	bootstrap.BS50	2544.866205	0.024590164	0.757675	1.959016393	48.898515	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
64	156	156	BS146	146	bootstrap.BS146	17013.669681	0.040983607	0.75631	2	49.654825	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
65	43	43	BS148	148	bootstrap.BS148	9872.516295	0.016393443	0.70913	2.016393443	50.363955	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
66	153	153	BS76	76	bootstrap.BS76	16748.788016	0.016393443	0.72453	2.032786885	51.088485	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
67	168	168	BS83	83	bootstrap.BS83	18191.969767	0.008196721	0.744695	2.040983607	51.83318	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
68	169	169	BS104	104	bootstrap.BS104	18231.095798	0.016393443	0.71783	2.057377049	52.55101	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
69	10	10	BS19	19	bootstrap.BS19	7083.539228	0.024590164	0.750215	2.081967213	53.301225	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
70	193	193	BS92	92	bootstrap.BS92	23603.860744	0.016393443	0.72108	2.098360656	54.022305	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
71	84	84	BS5	5	bootstrap.BS5	12240.427362	0.008196721	0.764485	2.106557377	54.78679	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
72	68	68	BS195	195	bootstrap.BS195	11307.338502	0.032786885	0.764015	2.139344262	55.550805	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
73	50	50	BS29	29	bootstrap.BS29	10305.40858	0.040983607	0.708045	2.180327869	56.25885	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
74	88	88	BS61	61	bootstrap.BS61	12535.030993	0.032786885	0.66366	2.213114754	56.92251	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
75	22	22	BS154	154	bootstrap.BS154	8195.894216	0.016393443	0.69153	2.229508197	57.61404	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
76	199	199	BS17	17	bootstrap.BS17	26276.414101	0.024590164	0.698365	2.254098361	58.312405	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
77	119	119	BS180	180	bootstrap.BS180	14643.2508	0.032786885	0.7424	2.286885246	59.054805	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
78	125	125	BS14	14	bootstrap.BS14	14926.920044	0.008196721	0.69248	2.295081967	59.747285	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
79	131	131	BS110	110	bootstrap.BS110	15221.36689	0.032786885	0.752495	2.327868852	60.49978	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
80	19	19	BS87	87	bootstrap.BS87	8007.715904	0.032786885	0.72159	2.360655738	61.22137	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
81	129	129	BS97	97	bootstrap.BS97	15127.136345	0.024590164	0.65384	2.385245902	61.87521	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
82	176	176	BS73	73	bootstrap.BS73	19301.14064	0.024590164	0.694685	2.409836066	62.569895	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
83	137	137	BS167	167	bootstrap.BS167	15511.650138	0.024590164	0.73839	2.43442623	63.308285	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
84	82	82	BS141	141	bootstrap.BS141	12226.469237	0.032786885	0.788845	2.467213115	64.09713	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
85	85	85	BS122	122	bootstrap.BS122	12302.604521	0.016393443	0.79714	2.483606557	64.89427	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
86	95	95	BS22	22	bootstrap.BS22	12971.804655	0.016393443	0.74166	2.5	65.63593	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
87	135	135	BS28	28	bootstrap.BS28	15458.000259	0.024590164	0.800255	2.524590164	66.436185	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
88	101	101	BS150	150	bootstrap.BS150	13336.679047	0.040983607	0.83937	2.56557377	67.275555	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
89	104	104	BS187	187	bootstrap.BS187	13467.482096	0.06557377	0.919305	2.631147541	68.19486	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
90	16	16	BS194	194	bootstrap.BS194	7860.300376	0.032786885	0.8195	2.663934426	69.01436	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
91	154	154	BS68	68	bootstrap.BS68	16946.039065	0.049180328	0.79245	2.713114754	69.80681	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
92	178	178	BS147	147	bootstrap.BS147	19535.638459	0.024590164	0.8311	2.737704918	70.63791	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
93	192	192	BS198	198	bootstrap.BS198	23544.840666	0.049180328	0.80512	2.786885246	71.44303	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
94	21	21	BS79	79	bootstrap.BS79	8107.151411	0.024590164	0.784435	2.81147541	72.227465	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
95	76	76	BS6	6	bootstrap.BS6	11835.446168	0.032786885	0.79646	2.844262295	73.023925	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
96	107	107	BS119	119	bootstrap.BS119	13674.088854	0.024590164	0.87036	2.868852459	73.894285	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
97	117	117	BS120	120	bootstrap.BS120	14627.530414	0.024590164	0.839085	2.893442623	74.73337	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
98	145	145	BS151	151	bootstrap.BS151	16287.576308	0.008196721	0.74065	2.901639344	75.47402	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
99	118	118	BS149	149	bootstrap.BS149	14631.567243	0.024590164	0.72538	2.926229508	76.1994	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
100	158	158	BS155	155	bootstrap.BS155	17182.711253	0.008196721	0.71075	2.93442623	76.91015	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
101	102	102	BS103	103	bootstrap.BS103	13339.393464	0.016393443	0.76006	2.950819672	77.67021	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
102	198	198	BS32	32	bootstrap.BS32	26198.291166	0.024590164	0.79502	2.975409836	78.46523	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
103	73	73	BS20	20	bootstrap.BS20	11664.218962	0.032786885	0.805505	3.008196721	79.270735	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
104	33	33	BS56	56	bootstrap.BS56	8931.10833	0.040983607	0.790195	3.049180328	80.06093	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
105	7	7	BS23	23	bootstrap.BS23	6314.50093	0.024590164	0.77606	3.073770492	80.83699	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
106	26	26	BS145	145	bootstrap.BS145	8531.055386	0.024590164	0.72308	3.098360656	81.56007	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
107	191	191	BS130	130	bootstrap.BS130	22795.435508	0.024590164	0.742325	3.12295082	82.302395	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
108	38	38	BS117	117	bootstrap.BS117	9494.8723	0.024590164	0.72067	3.147540984	83.023065	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
109	162	162	BS191	191	bootstrap.BS191	17397.482691	0.024590164	0.737055	3.172131148	83.76012	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
110	115	115	BS38	38	bootstrap.BS38	14333.505642	0.016393443	0.772275	3.18852459	84.532395	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
111	139	139	BS21	21	bootstrap.BS21	15770.809554	0	0.693475	3.18852459	85.22587	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
112	151	151	BS162	162	bootstrap.BS162	16644.467609	0.024590164	0.762275	3.213114754	85.988145	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
113	65	65	BS11	11	bootstrap.BS11	11090.448413	0.016393443	0.74581	3.229508197	86.733955	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
114	28	28	BS3	3	bootstrap.BS3	8737.825702	0.024590164	0.782395	3.254098361	87.51635	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
115	160	160	BS164	164	bootstrap.BS164	17359.931567	0.024590164	0.84424	3.278688525	88.36059	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
116	70	70	BS197	197	bootstrap.BS197	11485.40143	0.032786885	0.82477	3.31147541	89.18536	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
117	80	80	BS153	153	bootstrap.BS153	12099.837024	0.049180328	0.76964	3.360655738	89.955	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
118	36	36	BS160	160	bootstrap.BS160	9307.660071	0.016393443	0.757555	3.37704918	90.712555	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
119	94	94	BS27	27	bootstrap.BS27	12812.858073	0.016393443	0.788105	3.393442623	91.50066	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
120	48	48	BS171	171	bootstrap.BS171	10138.916017	0.040983607	0.707135	3.43442623	92.207795	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
121	72	72	BS134	134	bootstrap.BS134	11650.556382	0.040983607	0.70276	3.475409836	92.910555	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
122	60	60	BS111	111	bootstrap.BS111	10894.146869	0.016393443	0.75393	3.491803279	93.664485	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
123	130	130	BS65	65	bootstrap.BS65	15189.888216	0.016393443	0.767265	3.508196721	94.43175	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
124	197	197	BS82	82	bootstrap.BS82	25365.050483	0.024590164	0.68775	3.532786885	95.1195	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
125	140	140	BS158	158	bootstrap.BS158	15956.644196	0.016393443	0.70355	3.549180328	95.82305	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
126	124	124	BS170	170	bootstrap.BS170	14788.112997	0.016393443	0.72811	3.56557377	96.55116	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
127	149	149	BS25	25	bootstrap.BS25	16630.895706	0.016393443	0.706975	3.581967213	97.258135	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
128	103	103	BS176	176	bootstrap.BS176	13420.247017	0	0.68548	3.581967213	97.943615	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
129	126	126	BS26	26	bootstrap.BS26	14944.355724	0.032786885	0.741545	3.614754098	98.68516	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
130	20	20	BS89	89	bootstrap.BS89	8091.578462	0.032786885	0.77834	3.647540984	99.4635	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
131	83	83	BS66	66	bootstrap.BS66	12228.034593	0.016393443	0.71445	3.663934426	100.17795	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
132	63	63	BS123	123	bootstrap.BS123	10949.773331	0.024590164	0.72718	3.68852459	100.90513	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
133	46	46	BS121	121	bootstrap.BS121	10067.713941	0.040983607	0.768325	3.729508197	101.673455	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
134	31	31	BS114	114	bootstrap.BS114	8885.738124	0.040983607	0.766595	3.770491803	102.44005	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
135	163	163	BS58	58	bootstrap.BS58	17520.597022	0.016393443	0.78471	3.786885246	103.22476	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
136	166	166	BS165	165	bootstrap.BS165	17693.102667	0.008196721	0.817895	3.795081967	104.042655	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
137	12	12	BS10	10	bootstrap.BS10	7678.94498	0.040983607	0.82334	3.836065574	104.865995	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
138	187	187	BS183	183	bootstrap.BS183	21393.300961	0.06557377	0.85357	3.901639344	105.719565	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
139	144	144	BS107	107	bootstrap.BS107	16119.11778	0.049180328	0.8135	3.950819672	106.533065	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
140	183	183	BS75	75	bootstrap.BS75	21074.917841	0.057377049	0.844375	4.008196721	107.37744	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
141	52	52	BS2	2	bootstrap.BS2	10347.38711	0.040983607	0.752815	4.049180328	108.130255	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
142	57	57	BS9	9	bootstrap.BS9	10655.163349	0.032786885	0.837535	4.081967213	108.96779	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
143	200	200	BS136	136	bootstrap.BS136	27400.817251	0.024590164	0.811545	4.106557377	109.779335	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
144	141	141	BS40	40	bootstrap.BS40	16025.689127	0.040983607	0.770665	4.147540984	110.55	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
145	113	113	BS47	47	bootstrap.BS47	14180.022849	0.016393443	0.754045	4.163934426	111.304045	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
146	64	64	BS128	128	bootstrap.BS128	11029.022531	0.032786885	0.80044	4.196721311	112.104485	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
147	147	147	BS188	188	bootstrap.BS188	16412.410304	0.024590164	0.710305	4.221311475	112.81479	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
148	49	49	BS62	62	bootstrap.BS62	10159.96624	0.024590164	0.71405	4.245901639	113.52884	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
149	56	56	BS101	101	bootstrap.BS101	10586.503767	0.016393443	0.74164	4.262295082	114.27048	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
150	17	17	BS135	135	bootstrap.BS135	7874.150748	0.024590164	0.75238	4.286885246	115.02286	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
151	3	3	BS13	13	bootstrap.BS13	3867.752836	0.016393443	0.735915	4.303278689	115.758775	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
152	87	87	BS44	44	bootstrap.BS44	12533.272518	0.016393443	0.80934	4.319672131	116.568115	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
